,timestamp,open,close
0,2025-01-25 20:00:00,3342.0,3337.29
1,2025-01-25 21:00:00,3338.1,3344.67
2,2025-01-25 22:00:00,3344.79,3333.87
3,2025-01-25 23:00:00,3336.8,3319.25
4,2025-01-26 00:00:00,3320.9,3320.28
5,2025-01-26 01:00:00,3321.25,3331.18
6,2025-01-26 02:00:00,3329.73,3329.78
7,2025-01-26 03:00:00,3329.12,3338.63
8,2025-01-26 04:00:00,3337.99,3351.86
9,2025-01-26 05:00:00,3352.17,3342.73
10,2025-01-26 06:00:00,3340.94,3341.88
11,2025-01-26 07:00:00,3342.86,3338.1
12,2025-01-26 08:00:00,3338.64,3332.13
13,2025-01-26 09:00:00,3331.52,3298.8
14,2025-01-26 10:00:00,3301.12,3308.37
15,2025-01-26 11:00:00,3308.85,3309.23
16,2025-01-26 12:00:00,3310.08,3308.56
17,2025-01-26 13:00:00,3308.45,3307.36
18,2025-01-26 14:00:00,3306.64,3309.28
19,2025-01-26 15:00:00,3309.08,3315.56
20,2025-01-26 16:00:00,3314.84,3315.88
21,2025-01-26 17:00:00,3315.41,3335.84
22,2025-01-26 18:00:00,3334.26,3339.09
23,2025-01-26 19:00:00,3338.95,3337.93
24,2025-01-26 20:00:00,3338.88,3328.08
25,2025-01-26 21:00:00,3328.33,3297.73
26,2025-01-26 22:00:00,3295.64,3288.65
27,2025-01-26 23:00:00,3287.59,3233.09
28,2025-01-27 00:00:00,3232.59,3214.44
29,2025-01-27 01:00:00,3215.05,3189.7
30,2025-01-27 02:00:00,3188.55,3167.05
31,2025-01-27 03:00:00,3167.59,3183.42
32,2025-01-27 04:00:00,3183.02,3157.39
33,2025-01-27 05:00:00,3157.36,3141.19
34,2025-01-27 06:00:00,3139.78,3083.91
35,2025-01-27 07:00:00,3087.24,3070.94
36,2025-01-27 08:00:00,3070.35,3067.55
37,2025-01-27 09:00:00,3065.15,3078.82
38,2025-01-27 10:00:00,3077.45,3038.35
39,2025-01-27 11:00:00,3037.88,3058.82
40,2025-01-27 12:00:00,3059.27,3100.98
41,2025-01-27 13:00:00,3103.43,3098.97
42,2025-01-27 14:00:00,3097.8,3138.88
43,2025-01-27 15:00:00,3136.8,3132.29
44,2025-01-27 16:00:00,3132.86,3082.65
45,2025-01-27 17:00:00,3086.56,3072.66
46,2025-01-27 18:00:00,3072.51,3056.89
47,2025-01-27 19:00:00,3056.56,3075.56
48,2025-01-27 20:00:00,3075.63,3145.62
49,2025-01-27 21:00:00,3147.01,3159.62
50,2025-01-27 22:00:00,3160.41,3180.14
51,2025-01-27 23:00:00,3180.14,3182.16
52,2025-01-28 00:00:00,3182.64,3166.77
53,2025-01-28 01:00:00,3167.75,3165.65
54,2025-01-28 02:00:00,3168.85,3193.38
55,2025-01-28 03:00:00,3193.45,3203.33
56,2025-01-28 04:00:00,3203.64,3213.84
57,2025-01-28 05:00:00,3212.89,3213.55
58,2025-01-28 06:00:00,3211.5,3194.45
59,2025-01-28 07:00:00,3194.63,3195.8
60,2025-01-28 08:00:00,3196.51,3198.75
61,2025-01-28 09:00:00,3198.29,3196.42
62,2025-01-28 10:00:00,3196.16,3194.73
63,2025-01-28 11:00:00,3196.76,3184.42
64,2025-01-28 12:00:00,3182.85,3175.1
65,2025-01-28 13:00:00,3176.28,3173.76
66,2025-01-28 14:00:00,3172.58,3172.91
67,2025-01-28 15:00:00,3174.63,3181.84
68,2025-01-28 16:00:00,3179.58,3152.65
69,2025-01-28 17:00:00,3151.46,3167.47
70,2025-01-28 18:00:00,3166.86,3143.44
71,2025-01-28 19:00:00,3144.05,3147.14
72,2025-01-28 20:00:00,3147.8,3094.41
73,2025-01-28 21:00:00,3095.33,3053.99
74,2025-01-28 22:00:00,3053.3,3084.07
75,2025-01-28 23:00:00,3084.08,3077.46
76,2025-01-29 00:00:00,3077.04,3110.14
77,2025-01-29 01:00:00,3110.48,3111.11
78,2025-01-29 02:00:00,3111.32,3113.5
79,2025-01-29 03:00:00,3112.08,3131.46
80,2025-01-29 04:00:00,3128.46,3122.84
81,2025-01-29 05:00:00,3122.55,3131.76
82,2025-01-29 06:00:00,3130.71,3146.76
83,2025-01-29 07:00:00,3146.45,3156.94
84,2025-01-29 08:00:00,3156.51,3146.49
85,2025-01-29 09:00:00,3148.06,3130.26
86,2025-01-29 10:00:00,3128.14,3139.06
87,2025-01-29 11:00:00,3140.5,3134.75
88,2025-01-29 12:00:00,3134.06,3118.58
89,2025-01-29 13:00:00,3118.73,3101.02
90,2025-01-29 14:00:00,3103.09,3097.43
91,2025-01-29 15:00:00,3098.99,3100.2
92,2025-01-29 16:00:00,3100.01,3084.63
93,2025-01-29 17:00:00,3085.4,3113.18
94,2025-01-29 18:00:00,3113.71,3128.78
95,2025-01-29 19:00:00,3127.31,3125.7
96,2025-01-29 20:00:00,3125.56,3136.05
97,2025-01-29 21:00:00,3138.25,3140.66
98,2025-01-29 22:00:00,3140.04,3130.29
99,2025-01-29 23:00:00,3131.79,3114.64
100,2025-01-30 00:00:00,3115.36,3122.28
101,2025-01-30 01:00:00,3121.35,3137.08
102,2025-01-30 02:00:00,3135.07,3155.39
103,2025-01-30 03:00:00,3156.23,3201.96
104,2025-01-30 04:00:00,3200.94,3196.89
105,2025-01-30 05:00:00,3197.89,3194.97
106,2025-01-30 06:00:00,3195.51,3184.53
