timestamp,open,close
2023-09-24 22:00:00,1589.32,1589.1
2023-09-24 23:00:00,1589.11,1580.54
2023-09-25 00:00:00,1580.36,1579.44
2023-09-25 01:00:00,1579.43,1575.45
2023-09-25 02:00:00,1575.2,1580.4
2023-09-25 03:00:00,1580.07,1577.32
2023-09-25 04:00:00,1577.82,1577.32
2023-09-25 05:00:00,1578.37,1576.17
2023-09-25 06:00:00,1576.36,1578.85
2023-09-25 07:00:00,1578.33,1580.78
2023-09-25 08:00:00,1581.19,1578.35
2023-09-25 09:00:00,1578.74,1573.53
2023-09-25 10:00:00,1573.49,1574.17
2023-09-25 11:00:00,1574.34,1569.12
2023-09-25 12:00:00,1568.8,1570.98
2023-09-25 13:00:00,1570.87,1576.21
2023-09-25 14:00:00,1576.78,1575.87
2023-09-25 15:00:00,1576.03,1584.26
2023-09-25 16:00:00,1584.89,1590.94
2023-09-25 17:00:00,1590.57,1591.97
2023-09-25 18:00:00,1592.48,1591.2
2023-09-25 19:00:00,1591.38,1592.21
2023-09-25 20:00:00,1592.51,1586.58
2023-09-25 21:00:00,1586.23,1587.22
2023-09-25 22:00:00,1587.33,1587.82
2023-09-25 23:00:00,1587.54,1588.15
2023-09-26 00:00:00,1588.44,1588.04
2023-09-26 01:00:00,1587.5,1590.93
2023-09-26 02:00:00,1590.93,1592.59
2023-09-26 03:00:00,1593.0,1592.13
2023-09-26 04:00:00,1591.48,1591.05
2023-09-26 05:00:00,1591.68,1591.39
2023-09-26 06:00:00,1592.23,1588.43
2023-09-26 07:00:00,1588.03,1589.45
2023-09-26 08:00:00,1588.94,1590.18
2023-09-26 09:00:00,1589.8,1592.83
2023-09-26 10:00:00,1593.44,1588.84
2023-09-26 11:00:00,1588.4,1589.14
2023-09-26 12:00:00,1591.4,1587.09
2023-09-26 13:00:00,1587.04,1585.54
2023-09-26 14:00:00,1584.94,1586.83
2023-09-26 15:00:00,1587.07,1582.74
2023-09-26 16:00:00,1582.43,1589.01
2023-09-26 17:00:00,1589.28,1586.64
2023-09-26 18:00:00,1586.01,1584.69
2023-09-26 19:00:00,1584.78,1589.79
2023-09-26 20:00:00,1589.17,1587.11
2023-09-26 21:00:00,1587.72,1588.99
2023-09-26 22:00:00,1588.49,1587.97
2023-09-26 23:00:00,1587.67,1594.0
2023-09-27 00:00:00,1594.18,1593.43
2023-09-27 01:00:00,1594.89,1592.91
2023-09-27 02:00:00,1592.74,1590.82
2023-09-27 03:00:00,1590.79,1595.96
2023-09-27 04:00:00,1596.52,1593.66
2023-09-27 05:00:00,1592.81,1592.92
2023-09-27 06:00:00,1593.03,1593.84
2023-09-27 07:00:00,1594.11,1592.51
2023-09-27 08:00:00,1591.66,1592.27
2023-09-27 09:00:00,1592.47,1612.1
2023-09-27 10:00:00,1612.02,1616.92
2023-09-27 11:00:00,1616.96,1629.93
2023-09-27 12:00:00,1629.71,1623.68
2023-09-27 13:00:00,1624.19,1619.01
2023-09-27 14:00:00,1619.03,1596.19
2023-09-27 15:00:00,1595.17,1601.21
2023-09-27 16:00:00,1601.53,1598.5
2023-09-27 17:00:00,1598.09,1596.92
2023-09-27 18:00:00,1596.88,1594.45
2023-09-27 19:00:00,1594.45,1597.29
2023-09-27 20:00:00,1597.14,1594.8
2023-09-27 21:00:00,1595.14,1595.27
2023-09-27 22:00:00,1595.44,1596.73
2023-09-27 23:00:00,1598.31,1598.37
2023-09-28 00:00:00,1598.45,1603.23
2023-09-28 01:00:00,1603.34,1607.86
2023-09-28 02:00:00,1608.0,1606.61
2023-09-28 03:00:00,1606.43,1606.34
2023-09-28 04:00:00,1606.43,1609.88
2023-09-28 05:00:00,1609.91,1613.55
2023-09-28 06:00:00,1614.01,1617.09
2023-09-28 07:00:00,1617.28,1619.12
2023-09-28 08:00:00,1619.06,1617.23
2023-09-28 09:00:00,1617.5,1619.34
2023-09-28 10:00:00,1619.69,1631.85
2023-09-28 11:00:00,1631.96,1623.4
2023-09-28 12:00:00,1623.78,1623.21
2023-09-28 13:00:00,1622.7,1629.32
2023-09-28 14:00:00,1629.27,1640.12
2023-09-28 15:00:00,1640.88,1652.57
2023-09-28 16:00:00,1653.13,1656.49
2023-09-28 17:00:00,1656.56,1660.95
2023-09-28 18:00:00,1661.25,1650.57
2023-09-28 19:00:00,1650.92,1658.22
2023-09-28 20:00:00,1658.35,1656.4
2023-09-28 21:00:00,1656.64,1650.55
2023-09-28 22:00:00,1650.39,1650.56
2023-09-28 23:00:00,1650.43,1653.13
2023-09-29 00:00:00,1653.24,1653.75
2023-09-29 01:00:00,1653.84,1656.35
2023-09-29 02:00:00,1656.32,1650.66
2023-09-29 03:00:00,1650.79,1651.01
2023-09-29 04:00:00,1651.69,1654.37
2023-09-29 05:00:00,1654.48,1655.62
2023-09-29 06:00:00,1655.86,1658.79
2023-09-29 07:00:00,1658.62,1686.45
2023-09-29 08:00:00,1686.81,1671.15
2023-09-29 09:00:00,1672.05,1673.01
2023-09-29 10:00:00,1673.02,1673.56
2023-09-29 11:00:00,1672.5,1668.9
2023-09-29 12:00:00,1668.88,1674.32
2023-09-29 13:00:00,1673.85,1670.15
2023-09-29 14:00:00,1669.08,1673.61
2023-09-29 15:00:00,1673.86,1672.14
2023-09-29 16:00:00,1672.18,1666.69
2023-09-29 17:00:00,1666.68,1663.28
2023-09-29 18:00:00,1662.79,1666.55
2023-09-29 19:00:00,1666.31,1666.47
2023-09-29 20:00:00,1665.48,1668.1
2023-09-29 21:00:00,1668.52,1666.5
2023-09-29 22:00:00,1668.08,1667.13
2023-09-29 23:00:00,1665.81,1667.77
2023-09-30 00:00:00,1667.43,1671.25
2023-09-30 01:00:00,1670.27,1666.96
2023-09-30 02:00:00,1666.6,1669.63
2023-09-30 03:00:00,1670.63,1670.16
2023-09-30 04:00:00,1670.14,1670.74
2023-09-30 05:00:00,1671.18,1673.42
2023-09-30 06:00:00,1673.62,1672.63
2023-09-30 07:00:00,1672.81,1671.91
2023-09-30 08:00:00,1672.68,1674.46
2023-09-30 09:00:00,1674.69,1675.38
2023-09-30 10:00:00,1675.63,1675.7
2023-09-30 11:00:00,1675.74,1675.75
2023-09-30 12:00:00,1676.01,1674.18
2023-09-30 13:00:00,1674.42,1679.91
2023-09-30 14:00:00,1681.0,1681.49
2023-09-30 15:00:00,1681.54,1683.25
2023-09-30 16:00:00,1682.88,1681.54
2023-09-30 17:00:00,1680.57,1679.56
2023-09-30 18:00:00,1679.63,1676.69
2023-09-30 19:00:00,1675.82,1679.32
2023-09-30 20:00:00,1678.95,1679.79
2023-09-30 21:00:00,1680.08,1674.31
2023-09-30 22:00:00,1674.38,1674.98
2023-09-30 23:00:00,1674.55,1670.8
2023-10-01 00:00:00,1670.95,1674.03
