timestamp,open,close
2023-09-20 00:00:00,1643.34,1641.71
2023-09-20 01:00:00,1641.67,1647.08
2023-09-20 02:00:00,1648.42,1640.14
2023-09-20 03:00:00,1640.05,1637.47
2023-09-20 04:00:00,1637.53,1635.51
2023-09-20 05:00:00,1635.18,1633.65
2023-09-20 06:00:00,1634.68,1633.63
2023-09-20 07:00:00,1633.81,1634.65
2023-09-20 08:00:00,1634.44,1637.46
2023-09-20 09:00:00,1637.73,1627.27
2023-09-20 10:00:00,1627.34,1628.67
2023-09-20 11:00:00,1629.26,1629.4
2023-09-20 12:00:00,1629.82,1626.31
2023-09-20 13:00:00,1626.37,1631.44
2023-09-20 14:00:00,1630.78,1626.65
2023-09-20 15:00:00,1627.56,1629.13
2023-09-20 16:00:00,1629.38,1627.68
2023-09-20 17:00:00,1627.82,1628.74
2023-09-20 18:00:00,1629.41,1631.78
2023-09-20 19:00:00,1632.47,1616.43
2023-09-20 20:00:00,1616.2,1623.96
2023-09-20 21:00:00,1624.62,1626.11
2023-09-20 22:00:00,1624.85,1622.44
2023-09-20 23:00:00,1622.91,1622.53
2023-09-21 00:00:00,1622.52,1620.58
2023-09-21 01:00:00,1620.26,1617.35
2023-09-21 02:00:00,1617.94,1616.51
2023-09-21 03:00:00,1618.11,1622.34
2023-09-21 04:00:00,1623.46,1624.28
2023-09-21 05:00:00,1624.38,1624.03
2023-09-21 06:00:00,1623.87,1621.19
2023-09-21 07:00:00,1621.09,1618.04
2023-09-21 08:00:00,1618.02,1617.1
2023-09-21 09:00:00,1616.79,1610.17
2023-09-21 10:00:00,1609.19,1591.4
2023-09-21 11:00:00,1590.45,1593.44
2023-09-21 12:00:00,1594.59,1590.69
2023-09-21 13:00:00,1590.44,1576.66
2023-09-21 14:00:00,1574.79,1583.72
2023-09-21 15:00:00,1584.13,1583.52
2023-09-21 16:00:00,1583.56,1586.58
2023-09-21 17:00:00,1586.0,1588.95
2023-09-21 18:00:00,1588.75,1591.86
2023-09-21 19:00:00,1591.72,1590.02
2023-09-21 20:00:00,1590.04,1587.99
2023-09-21 21:00:00,1587.96,1587.68
2023-09-21 22:00:00,1586.87,1585.55
2023-09-21 23:00:00,1586.44,1584.17
2023-09-22 00:00:00,1583.95,1591.37
2023-09-22 01:00:00,1591.04,1591.16
2023-09-22 02:00:00,1591.94,1588.44
2023-09-22 03:00:00,1588.85,1594.33
2023-09-22 04:00:00,1595.02,1594.31
2023-09-22 05:00:00,1594.43,1593.93
2023-09-22 06:00:00,1594.47,1591.98
2023-09-22 07:00:00,1592.14,1595.94
2023-09-22 08:00:00,1596.01,1596.6
2023-09-22 09:00:00,1596.58,1595.46
2023-09-22 10:00:00,1595.52,1593.55
2023-09-22 11:00:00,1594.02,1596.73
2023-09-22 12:00:00,1597.02,1595.03
2023-09-22 13:00:00,1595.66,1596.61
2023-09-22 14:00:00,1596.72,1598.36
2023-09-22 15:00:00,1598.83,1593.4
2023-09-22 16:00:00,1593.51,1589.91
2023-09-22 17:00:00,1589.92,1591.75
2023-09-22 18:00:00,1591.75,1594.8
2023-09-22 19:00:00,1595.23,1592.46
2023-09-22 20:00:00,1593.44,1591.82
2023-09-22 21:00:00,1591.73,1593.85
2023-09-22 22:00:00,1594.66,1594.47
2023-09-22 23:00:00,1594.6,1593.9
2023-09-23 00:00:00,1593.12,1595.33
2023-09-23 01:00:00,1595.88,1595.75
2023-09-23 02:00:00,1595.8,1593.01
2023-09-23 03:00:00,1592.53,1592.65
2023-09-23 04:00:00,1590.86,1592.21
2023-09-23 05:00:00,1592.5,1593.74
2023-09-23 06:00:00,1594.0,1593.68
2023-09-23 07:00:00,1594.4,1593.79
2023-09-23 08:00:00,1594.71,1593.1
2023-09-23 09:00:00,1593.23,1592.41
2023-09-23 10:00:00,1593.22,1592.21
2023-09-23 11:00:00,1591.91,1593.25
2023-09-23 12:00:00,1593.41,1592.37
2023-09-23 13:00:00,1593.17,1592.25
2023-09-23 14:00:00,1591.33,1591.9
2023-09-23 15:00:00,1592.05,1590.35
2023-09-23 16:00:00,1590.22,1593.36
2023-09-23 17:00:00,1593.45,1591.0
2023-09-23 18:00:00,1591.27,1592.73
2023-09-23 19:00:00,1592.95,1594.94
2023-09-23 20:00:00,1594.58,1593.1
2023-09-23 21:00:00,1593.47,1593.03
2023-09-23 22:00:00,1593.13,1591.65
2023-09-23 23:00:00,1590.62,1593.96
2023-09-24 00:00:00,1593.85,1592.37
2023-09-24 01:00:00,1592.49,1594.04
2023-09-24 02:00:00,1594.16,1594.08
2023-09-24 03:00:00,1594.26,1592.21
2023-09-24 04:00:00,1592.26,1592.48
2023-09-24 05:00:00,1592.32,1592.59
2023-09-24 06:00:00,1592.57,1592.28
2023-09-24 07:00:00,1592.6,1591.71
2023-09-24 08:00:00,1591.89,1594.3
2023-09-24 09:00:00,1594.39,1593.62
2023-09-24 10:00:00,1593.78,1592.47
2023-09-24 11:00:00,1592.31,1594.12
2023-09-24 12:00:00,1594.1,1595.49
2023-09-24 13:00:00,1595.09,1594.94
2023-09-24 14:00:00,1594.87,1595.31
2023-09-24 15:00:00,1595.27,1590.77
2023-09-24 16:00:00,1590.36,1591.39
2023-09-24 17:00:00,1590.44,1597.73
2023-09-24 18:00:00,1598.15,1590.0
2023-09-24 19:00:00,1589.54,1586.47
2023-09-24 20:00:00,1585.76,1590.57
2023-09-24 21:00:00,1590.59,1589.84
