Actual_Close,Predicted_Close
2632.54,2632.9322000000016
2724.67,2698.032100000002
2732.72,2703.655
2632.83,2616.3350999999993
2718.98,2690.5124999999994
2728.67,2711.317300000003
2652.11,2649.675499999998
2709.07,2698.321200000002
2715.82,2715.4416000000015
2589.5,2615.9925999999964
2635.6,2630.404599999998
